ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2021,26,Blackpool Teaching Hospitals NHS Foundation Trust,England,North West,,,North West (Lancashire and South Cumbria),-3.016264483,53.8206695,2548,9,3.53,5,Over 5% higher,3.27,4,Within 5%,2.56 to 4.33,2539,5,1.97,5,Over 5% higher,1.16,5,Over 5% higher,0.75 to 1.91,14,5.49,5,Over 5% higher,4.44,4,Within 5%,3.68 to 5.78,4,"2,000-3,999 births",3.22,1.06,4.27
2021,27,Bolton NHS Foundation Trust,England,North West,,,North West (Greater Manchester),-2.43018498,53.55441453,5790,26,4.49,5,Over 5% higher,4.09,4,Within 5%,3.19 to 5.29,5764,10,1.73,3,5 to 15% lower,1.9,4,Within 5%,1.27 to 2.77,36,6.22,5,Over 5% higher,5.97,4,Within 5%,5.06 to 7.74,2,Level 3 NICU,3.92,1.96,5.87
2021,29,Bradford Teaching Hospitals NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.794879358,53.80588187,5135,27,5.26,5,Over 5% higher,4.02,4,Within 5%,3.17 to 5.14,5108,13,2.55,5,Over 5% higher,2.16,5,Over 5% higher,1.43 to 3.16,40,7.79,5,Over 5% higher,6.16,5,Over 5% higher,5.21 to 7.70,2,Level 3 NICU,3.92,1.96,5.87
2021,32,Buckinghamshire Healthcare NHS Trust,England,South East,,,Thames Valley and Wessex,-0.802757325,51.79830765,4856,14,2.88,3,5 to 15% lower,3.14,4,Within 5%,2.41 to 4.14,4842,5,1.03,4,Within 5%,1.1,4,Within 5%,0.72 to 1.69,19,3.91,3,5 to 15% lower,4.23,4,Within 5%,3.51 to 5.51,3,"4,000 or more births",3.18,1.07,4.25
2021,33,University Hospitals of Derby and Burton NHS Foundation Trust,England,Midlands,,,Central,-1.513320614,52.91155644,8832,26,2.94,3,5 to 15% lower,3.14,4,Within 5%,2.47 to 3.98,8806,20,2.27,5,Over 5% higher,1.44,5,Over 5% higher,0.96 to 2.25,46,5.21,5,Over 5% higher,4.66,5,Over 5% higher,3.84 to 5.94,3,"4,000 or more births",3.18,1.07,4.25
2021,34,Calderdale and Huddersfield NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.857279743,53.70530631,4751,27,5.68,5,Over 5% higher,3.7,5,Over 5% higher,2.79 to 4.99,4724,6,1.27,5,Over 5% higher,1.08,4,Within 5%,0.71 to 1.67,33,6.95,5,Over 5% higher,4.76,5,Over 5% higher,3.84 to 6.30,3,"4,000 or more births",3.18,1.07,4.25
2021,36,Cambridge University Hospitals NHS Foundation Trust,England,East of England,,,East of England,0.13911444,52.1737407,5543,20,3.61,3,5 to 15% lower,4.16,4,Within 5%,3.23 to 5.17,5523,12,2.17,2,Over 15% lower,2.4,3,5 to 15% lower,1.68 to 3.44,32,5.77,3,5 to 15% lower,6.49,4,Within 5%,5.41 to 8.27,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,40,Cardiff and Vale University Health Board,Wales,Wales,,,Wales,-3.189360354,51.50676434,5451,25,4.59,5,Over 5% higher,4.2,4,Within 5%,3.23 to 5.39,5426,16,2.95,5,Over 5% higher,3,5,Over 5% higher,2.05 to 4.43,41,7.52,5,Over 5% higher,7.17,5,Over 5% higher,6.16 to 9.24,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,44,Chelsea and Westminster Hospital NHS Foundation Trust,England,London,,,North West London,-0.181458758,51.48426049,11020,27,2.45,2,Over 15% lower,3.23,2,Over 15% lower,2.44 to 4.34,10993,14,1.27,2,Over 15% lower,2.06,2,Over 15% lower,1.41 to 2.95,41,3.72,2,Over 15% lower,5.29,2,Over 15% lower,4.43 to 6.96,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,46,Chesterfield Royal Hospital NHS Foundation Trust,England,Midlands,,,Yorkshire & Humber,-1.400081229,53.23622277,2774,5,1.8,2,Over 15% lower,3.04,3,5 to 15% lower,2.34 to 3.97,2769,4,1.44,5,Over 5% higher,1.11,4,Within 5%,0.71 to 1.74,9,3.24,2,Over 15% lower,4.17,4,Within 5%,3.39 to 5.37,4,"2,000-3,999 births",3.22,1.06,4.27
2021,47,South Tyneside and Sunderland NHS Foundation Trust,England,North East and Yorkshire,,,Northern,-1.411018196,54.90306329,3706,18,4.86,5,Over 5% higher,4.17,5,Over 5% higher,3.26 to 5.51,3688,6,1.63,2,Over 15% lower,1.88,4,Within 5%,1.24 to 2.77,24,6.48,5,Over 5% higher,6.03,4,Within 5%,5.01 to 7.96,2,Level 3 NICU,3.92,1.96,5.87
2021,50,Countess of Chester Hospital NHS Foundation Trust,England,North West,,,North West (Cheshire and Merseyside),-2.899024442,53.21176712,2423,7,2.89,3,5 to 15% lower,3.23,4,Within 5%,2.51 to 4.23,2416,3,1.24,5,Over 5% higher,1.09,4,Within 5%,0.68 to 1.83,10,4.13,4,Within 5%,4.32,4,Within 5%,3.52 to 5.74,4,"2,000-3,999 births",3.22,1.06,4.27
2021,51,County Durham and Darlington NHS Foundation Trust,England,North East and Yorkshire,,,Northern,-1.592928212,54.78889855,4347,11,2.53,2,Over 15% lower,3.05,4,Within 5%,2.35 to 3.94,4336,5,1.15,5,Over 5% higher,1.11,4,Within 5%,0.69 to 1.80,16,3.68,3,5 to 15% lower,4.17,4,Within 5%,3.44 to 5.44,3,"4,000 or more births",3.18,1.07,4.25
2021,53,Croydon Health Services NHS Trust,England,London,,,South London,-0.108783178,51.38912869,3198,15,4.69,5,Over 5% higher,3.27,4,Within 5%,2.54 to 4.28,3183,3,0.94,3,5 to 15% lower,1.01,4,Within 5%,0.64 to 1.60,18,5.63,5,Over 5% higher,4.27,4,Within 5%,3.53 to 5.55,4,"2,000-3,999 births",3.22,1.06,4.27
2021,55,Cwm Taf Morgannwg University Health Board,Wales,Wales,,,Wales,-3.385504526,51.76395402,4586,15,3.27,4,Within 5%,3.22,4,Within 5%,2.54 to 4.22,4571,3,0.66,2,Over 15% lower,0.99,3,5 to 15% lower,0.62 to 1.60,18,3.92,3,5 to 15% lower,4.21,4,Within 5%,3.48 to 5.49,3,"4,000 or more births",3.18,1.07,4.25
2021,56,Dartford and Gravesham NHS Trust,England,South East,,,South East Coast,0.166643343,51.47711269,4723,24,-1,0,Suppressed due to small numbers,3.58,5,Over 5% higher,2.75 to 4.74,4699,-1,-1,0,Suppressed due to small numbers,0.92,3,5 to 15% lower,0.54 to 1.53,25,5.29,5,Over 5% higher,4.53,5,Over 5% higher,3.67 to 6.00,3,"4,000 or more births",3.18,1.07,4.25
2021,61,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.109256679,53.53074188,4508,13,2.88,3,5 to 15% lower,3.13,4,Within 5%,2.38 to 4.06,4495,5,1.11,4,Within 5%,1.05,4,Within 5%,0.67 to 1.65,18,3.99,3,5 to 15% lower,4.17,4,Within 5%,3.46 to 5.42,3,"4,000 or more births",3.18,1.07,4.25
2021,62,Dorset County Hospital NHS Foundation Trust,England,South West,,,Thames Valley and Wessex,-2.447125333,50.71346129,1573,5,-1,0,Suppressed due to small numbers,2.73,4,Within 5%,1.77 to 4.04,1568,-1,-1,0,Suppressed due to small numbers,0.5,4,Within 5%,0.17 to 0.97,5,3.18,4,Within 5%,3.22,4,Within 5%,2.04 to 4.77,5,"Under 2,000 births",2.67,0.52,3.19
2021,66,East and North Hertfordshire NHS Trust,England,East of England,,,East of England,-0.212726073,51.92461065,5375,13,2.42,2,Over 15% lower,3.04,4,Within 5%,2.36 to 3.96,5362,3,0.56,2,Over 15% lower,0.99,3,5 to 15% lower,0.62 to 1.55,16,2.98,2,Over 15% lower,4.02,3,5 to 15% lower,3.32 to 5.15,3,"4,000 or more births",3.18,1.07,4.25
2021,68,East Kent Hospitals University NHS Foundation Trust,England,South East,,,South East Coast,1.389384459,51.37805301,6220,26,4.18,5,Over 5% higher,4.11,5,Over 5% higher,3.20 to 5.47,6194,9,1.45,2,Over 15% lower,1.88,4,Within 5%,1.23 to 2.78,35,5.63,4,Within 5%,5.99,4,Within 5%,5.01 to 7.70,2,Level 3 NICU,3.92,1.96,5.87
2021,69,East Lancashire Hospitals NHS Trust,England,North West,,,North West (Lancashire and South Cumbria),-2.22816413,53.80982996,6014,23,3.82,4,Within 5%,3.84,4,Within 5%,3.03 to 4.88,5991,12,2,4,Within 5%,2.08,5,Over 5% higher,1.41 to 3.12,35,5.82,4,Within 5%,5.91,4,Within 5%,4.98 to 7.56,2,Level 3 NICU,3.92,1.96,5.87
2021,73,East Sussex Healthcare NHS Trust,England,South East,,,South East Coast,0.567707879,50.88537304,2880,9,-1,0,Suppressed due to small numbers,3.2,4,Within 5%,2.49 to 4.18,2871,-1,-1,0,Suppressed due to small numbers,0.97,3,5 to 15% lower,0.58 to 1.52,10,3.47,2,Over 15% lower,4.16,4,Within 5%,3.38 to 5.36,4,"2,000-3,999 births",3.22,1.06,4.27
2021,74,Epsom and St Helier University Hospitals NHS Trust,England,London,,,South London,-0.273407437,51.32502613,3904,13,-1,0,Suppressed due to small numbers,3.26,4,Within 5%,2.46 to 4.37,3891,-1,-1,0,Suppressed due to small numbers,0.91,3,5 to 15% lower,0.57 to 1.42,14,3.59,2,Over 15% lower,4.16,4,Within 5%,3.38 to 5.48,4,"2,000-3,999 births",3.22,1.06,4.27
2021,75,Frimley Health NHS Foundation Trust,England,South East,,,Thames Valley and Wessex,-0.741555048,51.31967019,9611,39,4.06,5,Over 5% higher,3.53,5,Over 5% higher,2.79 to 4.58,9572,8,0.84,2,Over 15% lower,1.02,3,5 to 15% lower,0.68 to 1.59,47,4.89,5,Over 5% higher,4.54,5,Over 5% higher,3.74 to 5.89,3,"4,000 or more births",3.18,1.07,4.25
2021,76,Gateshead Health NHS Foundation Trust,England,North East and Yorkshire,,,Northern,-1.581051286,54.93889572,1806,3,-1,0,Suppressed due to small numbers,2.57,4,Within 5%,1.56 to 3.62,1803,-1,-1,0,Suppressed due to small numbers,0.48,3,5 to 15% lower,0.16 to 0.90,3,1.66,2,Over 15% lower,3.05,4,Within 5%,1.88 to 4.32,5,"Under 2,000 births",2.67,0.52,3.19
2021,77,George Eliot Hospital NHS Trust,England,Midlands,,,Central,-1.475130691,52.5119994,2207,13,5.89,5,Over 5% higher,3.6,5,Over 5% higher,2.72 to 4.96,2194,6,2.73,5,Over 5% higher,1.29,5,Over 5% higher,0.82 to 2.11,19,8.61,5,Over 5% higher,4.89,5,Over 5% higher,3.96 to 6.62,4,"2,000-3,999 births",3.22,1.06,4.27
2021,78,Gloucestershire Hospitals NHS Foundation Trust,England,South West,,,South West,-2.23388668,51.8660876,5935,10,1.68,2,Over 15% lower,2.87,3,5 to 15% lower,2.21 to 3.70,5925,5,0.84,2,Over 15% lower,1.01,3,5 to 15% lower,0.67 to 1.54,15,2.53,2,Over 15% lower,3.88,3,5 to 15% lower,3.16 to 4.95,3,"4,000 or more births",3.18,1.07,4.25
2021,81,Great Western Hospitals NHS Foundation Trust,England,South West,,,South West,-1.727692548,51.53816086,3913,11,2.81,3,5 to 15% lower,3.18,4,Within 5%,2.41 to 4.15,3902,5,1.28,5,Over 5% higher,1.12,5,Over 5% higher,0.72 to 1.77,16,4.09,4,Within 5%,4.3,4,Within 5%,3.51 to 5.55,4,"2,000-3,999 births",3.22,1.06,4.27
2021,83,Guy's and St Thomas' NHS Foundation Trust,England,London,,,South London,-0.119670704,51.49790787,6303,34,5.39,5,Over 5% higher,4.09,4,Within 5%,3.23 to 5.19,6269,28,4.47,5,Over 5% higher,3.18,5,Over 5% higher,2.26 to 4.54,62,9.84,5,Over 5% higher,7.27,5,Over 5% higher,6.25 to 9.34,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,84,Hampshire Hospitals NHS Foundation Trust,England,South East,,,Thames Valley and Wessex,-1.330958692,51.06137496,5075,14,2.76,3,5 to 15% lower,3.2,4,Within 5%,2.50 to 4.12,5061,6,1.19,5,Over 5% higher,1.15,5,Over 5% higher,0.71 to 1.81,20,3.94,3,5 to 15% lower,4.35,4,Within 5%,3.62 to 5.63,3,"4,000 or more births",3.18,1.07,4.25
2021,85,Harrogate and District NHS Foundation Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-1.517832889,53.99379865,1815,3,-1,0,Suppressed due to small numbers,2.63,4,Within 5%,1.63 to 3.75,1812,-1,-1,0,Suppressed due to small numbers,0.49,3,5 to 15% lower,0.16 to 0.97,3,1.65,2,Over 15% lower,3.12,4,Within 5%,1.93 to 4.35,5,"Under 2,000 births",2.67,0.52,3.19
2021,91,Homerton Healthcare NHS Foundation Trust,England,London,,,North Central & East London,-0.046098772,51.55063377,5700,18,3.16,2,Over 15% lower,3.49,3,5 to 15% lower,2.69 to 4.60,5682,9,1.58,2,Over 15% lower,1.8,3,5 to 15% lower,1.23 to 2.73,27,4.74,2,Over 15% lower,5.28,3,5 to 15% lower,4.45 to 6.85,2,Level 3 NICU,3.92,1.96,5.87
2021,93,Hull University Teaching Hospitals NHS Trust,England,North East and Yorkshire,,,Yorkshire & Humber,-0.358271255,53.74441185,4906,14,2.85,2,Over 15% lower,3.82,4,Within 5%,2.95 to 4.93,4892,5,1.02,2,Over 15% lower,2,2,Over 15% lower,1.27 to 3.04,19,3.87,2,Over 15% lower,5.78,3,5 to 15% lower,4.88 to 7.71,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,95,Hywel Dda University Health Board,Wales,Wales,,,Wales,-4.071296661,52.41603681,2937,11,-1,0,Suppressed due to small numbers,3.34,4,Within 5%,2.59 to 4.50,2926,-1,-1,0,Suppressed due to small numbers,1.04,4,Within 5%,0.67 to 1.64,13,4.43,4,Within 5%,4.38,4,Within 5%,3.57 to 5.86,4,"2,000-3,999 births",3.22,1.06,4.27
2021,96,Imperial College Healthcare NHS Trust,England,London,,,North West London,-0.236658408,51.51652304,9372,33,3.52,3,5 to 15% lower,3.46,3,5 to 15% lower,2.68 to 4.49,9339,20,2.14,5,Over 5% higher,1.91,4,Within 5%,1.33 to 2.71,53,5.66,4,Within 5%,5.36,3,5 to 15% lower,4.51 to 6.79,2,Level 3 NICU,3.92,1.96,5.87
2021,97,East Suffolk and North Essex NHS Foundation Trust,England,East of England,,,East of England,1.196346083,52.06001244,6872,14,2.04,2,Over 15% lower,2.89,3,5 to 15% lower,2.18 to 3.70,6858,7,1.02,4,Within 5%,1.07,4,Within 5%,0.71 to 1.66,21,3.06,2,Over 15% lower,3.96,3,5 to 15% lower,3.26 to 5.15,3,"4,000 or more births",3.18,1.07,4.25
2021,98,Isle of Man Department of Health and Social Care,Crown Dependencies,,,,,-4.503341675,54.16223899,682,3,-1,0,Suppressed due to small numbers,2.73,4,Within 5%,1.76 to 3.99,679,-1,-1,0,Suppressed due to small numbers,0.5,4,Within 5%,0.18 to 0.98,3,4.4,5,Over 5% higher,3.22,4,Within 5%,2.00 to 4.64,5,"Under 2,000 births",2.67,0.52,3.19
2021,99,Isle of Wight NHS Trust,England,South East,,,Thames Valley and Wessex,-1.300887078,50.71110111,1015,-1,-1,0,Suppressed due to small numbers,2.54,3,5 to 15% lower,1.53 to 3.54,1015,-1,-1,0,Suppressed due to small numbers,0.5,4,Within 5%,0.16 to 0.94,-1,-1,0,Suppressed due to small numbers,3.04,4,Within 5%,1.85 to 4.25,5,"Under 2,000 births",2.67,0.52,3.19
2021,100,James Paget University Hospitals NHS Foundation Trust,England,East of England,,,East of England,1.717979928,52.56167214,1760,6,-1,0,Suppressed due to small numbers,2.73,4,Within 5%,1.72 to 4.01,1754,-1,-1,0,Suppressed due to small numbers,0.55,5,Over 5% higher,0.23 to 1.17,8,4.55,5,Over 5% higher,3.28,4,Within 5%,2.16 to 4.90,5,"Under 2,000 births",2.67,0.52,3.19
2021,103,Kettering General Hospital NHS Foundation Trust,England,Midlands,,,Central,-0.741293113,52.40278284,3418,11,3.22,4,Within 5%,3.26,4,Within 5%,2.50 to 4.26,3407,3,0.88,2,Over 15% lower,1.03,4,Within 5%,0.62 to 1.60,14,4.1,4,Within 5%,4.28,4,Within 5%,3.58 to 5.49,4,"2,000-3,999 births",3.22,1.06,4.27
2021,104,King's College Hospital NHS Foundation Trust,England,London,,,South London,-0.092305953,51.46835686,8255,27,3.27,2,Over 15% lower,3.63,3,5 to 15% lower,2.83 to 4.70,8228,12,1.46,2,Over 15% lower,2.26,3,5 to 15% lower,1.54 to 3.25,39,4.72,2,Over 15% lower,5.9,3,5 to 15% lower,4.99 to 7.64,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,105,Kingston Hospital NHS Foundation Trust,England,London,,,South London,-0.283089971,51.41428465,5059,11,2.17,2,Over 15% lower,2.97,3,5 to 15% lower,2.36 to 3.78,5048,6,1.19,5,Over 5% higher,1.13,5,Over 5% higher,0.72 to 1.68,17,3.36,2,Over 15% lower,4.1,4,Within 5%,3.41 to 5.27,3,"4,000 or more births",3.18,1.07,4.25
2021,107,Lancashire Teaching Hospitals NHS Foundation Trust,England,North West,,,North West (Lancashire and South Cumbria),-2.707403408,53.79134978,4334,24,5.54,5,Over 5% higher,4.5,5,Over 5% higher,3.44 to 5.97,4310,8,1.86,3,5 to 15% lower,2.09,5,Over 5% higher,1.41 to 3.14,32,7.38,5,Over 5% higher,6.57,5,Over 5% higher,5.32 to 8.58,2,Level 3 NICU,3.92,1.96,5.87
2021,111,Lewisham and Greenwich NHS Trust,England,London,,,South London,-0.017050825,51.45432952,7451,17,2.28,2,Over 15% lower,2.64,2,Over 15% lower,1.98 to 3.58,7434,14,1.88,5,Over 5% higher,1.34,5,Over 5% higher,0.87 to 2.19,31,4.16,4,Within 5%,3.92,3,5 to 15% lower,3.20 to 5.21,3,"4,000 or more births",3.18,1.07,4.25
2021,116,Liverpool Women's NHS Foundation Trust,England,North West,,,North West (Cheshire and Merseyside),-2.959982485,53.39827297,7801,35,4.49,5,Over 5% higher,4.26,5,Over 5% higher,3.36 to 5.42,7766,31,3.99,5,Over 5% higher,3.36,5,Over 5% higher,2.40 to 4.73,66,8.46,5,Over 5% higher,7.64,5,Over 5% higher,6.45 to 9.81,1,Level 3 NICU & neonatal surgery,4.01,2.57,6.57
2021,118,Bedfordshire Hospitals NHS Foundation Trust,England,East of England,,,East of England,-0.474268944,51.89417721,8000,33,4.13,5,Over 5% higher,3.91,4,Within 5%,3.08 to 5.11,7967,20,2.51,5,Over 5% higher,2.37,5,Over 5% higher,1.61 to 3.45,53,6.63,5,Over 5% higher,6.25,5,Over 5% higher,5.30 to 8.06,2,Level 3 NICU,3.92,1.96,5.87
2021,119,Maidstone and Tunbridge Wells NHS Trust,England,South East,,,South East Coast,0.307261977,51.14914926,6026,17,2.82,3,5 to 15% lower,3.2,4,Within 5%,2.46 to 4.01,6009,5,0.83,2,Over 15% lower,1.07,4,Within 5%,0.68 to 1.64,22,3.65,3,5 to 15% lower,4.26,4,Within 5%,3.51 to 5.44,3,"4,000 or more births",3.18,1.07,4.25
2021,121,Medway NHS Foundation Trust,England,South East,,,South East Coast,0.542217593,51.37826671,4680,18,3.85,4,Within 5%,3.94,4,Within 5%,3.05 to 5.13,4662,16,3.43,5,Over 5% higher,2.77,5,Over 5% higher,1.72 to 4.39,34,7.26,5,Over 5% higher,6.65,5,Over 5% higher,5.50 to 8.82,2,Level 3 NICU,3.92,1.96,5.87
2021,123,Mid Cheshire Hospitals NHS Foundation Trust,England,North West,,,North West (Cheshire and Merseyside),-2.475863107,53.11768515,3293,15,4.56,5,Over 5% higher,3.54,5,Over 5% higher,2.68 to 4.69,3278,6,1.83,5,Over 5% higher,1.21,5,Over 5% higher,0.76 to 1.90,21,6.38,5,Over 5% higher,4.75,5,Over 5% higher,3.80 to 6.22,4,"2,000-3,999 births",3.22,1.06,4.27
2021,126,Milton Keynes University Hospital NHS Foundation Trust,England,East of England,,,Thames Valley and Wessex,-0.735795391,52.02638278,3762,12,3.19,4,Within 5%,3.16,4,Within 5%,2.45 to 4.07,3750,3,0.8,2,Over 15% lower,1.01,4,Within 5%,0.64 to 1.61,15,3.99,3,5 to 15% lower,4.17,4,Within 5%,3.39 to 5.35,4,"2,000-3,999 births",3.22,1.06,4.27
2021,128,NHS Ayrshire & Arran,Scotland,Scotland,,,West of Scotland,-4.539408686,55.61393979,2917,10,3.43,5,Over 5% higher,3.28,4,Within 5%,2.55 to 4.25,2907,4,1.38,5,Over 5% higher,1.11,4,Within 5%,0.70 to 1.74,14,4.8,5,Over 5% higher,4.38,4,Within 5%,3.62 to 5.61,4,"2,000-3,999 births",3.22,1.06,4.27
2021,129,NHS Borders,Scotland,Scotland,,,South East Scotland & Tayside,-2.741940858,55.59547849,873,-1,-1,0,Suppressed due to small numbers,2.57,4,Within 5%,1.57 to 3.61,873,-1,-1,0,Suppressed due to small numbers,0.51,4,Within 5%,0.17 to 0.98,-1,-1,0,Suppressed due to small numbers,3.07,4,Within 5%,1.89 to 4.43,5,"Under 2,000 births",2.67,0.52,3.19
2021,131,NHS Dumfries & Galloway,Scotland,Scotland,,,West of Scotland,-3.599237906,55.05630041,1068,4,-1,0,Suppressed due to small numbers,2.74,4,Within 5%,1.77 to 4.08,1064,-1,-1,0,Suppressed due to small numbers,0.53,4,Within 5%,0.21 to 1.06,5,4.68,5,Over 5% higher,3.27,4,Within 5%,2.14 to 4.91,5,"Under 2,000 births",2.67,0.52,3.19
