ReportYear,OrganisationCode,OrganisationName,CountryName,RegionName,SustainabilityAndTransformationPartnershipName,IntegratedCareBoardName,NeonatalNetworkName,Longitude,Latitude,TotalBirths,TotalStillbirths,CrudeStillbirthRate,CrudeStillbirthCategoryID,CrudeStillbirthCategoryName,StabilisedStillbirthRate,StabilisedStillbirthCategoryID,StabilisedStillbirthCategoryName,StabilisedStillbirthCI,TotalLiveBirths,TotalNeonatalDeaths,CrudeNeonatalDeathRate,CrudeNeonatalDeathCategoryID,CrudeNeonatalDeathCategoryName,StabilisedNeonatalDeathRate,StabilisedNeonatalDeathCategoryID,StabilisedNeonatalDeathCategoryName,StabilisedNeonatalDeathCI,TotalPerinatalDeaths,CrudePerinatalDeathRate,CrudePerinatalDeathCategoryID,CrudePerinatalDeathCategoryName,StabilisedPerinatalDeathRate,StabilisedPerinatalDeathCategoryID,StabilisedPerinatalDeathCategoryName,StabilisedPerinatalDeathCI,ComparatorGroupID,ComparatorGroupName,GroupAverageStillbirthRate,GroupAverageNeonatalDeathRate,GroupAveragePerinatalDeathRate
2018,22,Birmingham Women's and Children's NHS Foundation Trust,England,,,,Southern West Midlands,-1.940808709,52.45281222,8160,44,5.39,5,Over 5% higher,3.97,5,Over 5% higher,3.27 to 4.99,8116,42,5.17,5,Over 5% higher,3.97,5,Over 5% higher,2.94 to 5.56,86,10.54,5,Over 5% higher,7.96,5,Over 5% higher,6.97 to 9.99,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,26,Blackpool Teaching Hospitals NHS Foundation Trust,England,,,,North West (Lancashire and South Cumbria),-3.014905456,53.82047209,2812,10,3.56,5,Over 5% higher,3.03,4,Within 5%,2.43 to 3.73,2802,3,1.07,4,Within 5%,1.06,4,Within 5%,0.63 to 1.81,13,4.62,5,Over 5% higher,4.07,4,Within 5%,3.41 to 5.31,4,"2,000-3,999 births",2.99,1.1,4.09
2018,27,Bolton NHS Foundation Trust,England,,,,North West (Greater Manchester),-2.428765423,53.55417767,5764,16,2.78,2,Over 15% lower,3.74,3,5 to 15% lower,3.00 to 4.62,5748,13,2.26,5,Over 5% higher,2.19,5,Over 5% higher,1.42 to 3.42,29,5.03,3,5 to 15% lower,5.9,4,Within 5%,5.01 to 7.48,2,Level 3 NICU,3.95,1.92,5.86
2018,29,Bradford Teaching Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.793372823,53.80566545,5428,26,4.79,5,Over 5% higher,3.93,4,Within 5%,3.21 to 4.83,5402,18,3.33,5,Over 5% higher,2.45,5,Over 5% higher,1.61 to 3.85,44,8.11,5,Over 5% higher,6.36,5,Over 5% higher,5.45 to 8.06,2,Level 3 NICU,3.95,1.92,5.86
2018,31,Brighton and Sussex University Hospitals NHS Trust,England,,,,South East Coast,-0.089486225,50.99062704,5244,18,3.43,3,5 to 15% lower,3.82,4,Within 5%,3.13 to 4.74,5226,5,0.96,2,Over 15% lower,1.71,2,Over 15% lower,1.09 to 2.67,23,4.39,2,Over 15% lower,5.42,3,5 to 15% lower,4.68 to 6.98,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,32,Buckinghamshire Healthcare NHS Trust,England,,,,Thames Valley and Wessex,-0.801216231,51.79784154,5025,-1,-1,0,Suppressed due to small numbers,3.32,4,Within 5%,2.72 to 4.04,5011,-1,-1,0,Suppressed due to small numbers,1,2,Over 15% lower,0.57 to 1.69,16,3.18,2,Over 15% lower,4.32,3,5 to 15% lower,3.66 to 5.39,3,"4,000 or more births",3.38,1.21,4.58
2018,34,Calderdale and Huddersfield NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.855784958,53.70507897,5082,23,4.53,5,Over 5% higher,3.51,4,Within 5%,2.86 to 4.30,5059,12,2.37,5,Over 5% higher,1.72,5,Over 5% higher,1.05 to 2.85,35,6.89,5,Over 5% higher,5.22,5,Over 5% higher,4.40 to 6.63,3,"4,000 or more births",3.38,1.21,4.58
2018,36,Cambridge University Hospitals NHS Foundation Trust,England,,,,East of England,0.140779614,52.17330324,5456,13,2.38,2,Over 15% lower,3.66,4,Within 5%,2.95 to 4.45,5443,9,1.65,2,Over 15% lower,2.03,3,5 to 15% lower,1.33 to 3.11,22,4.03,2,Over 15% lower,5.64,3,5 to 15% lower,4.78 to 7.32,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,40,Cardiff and Vale University Health Board,Wales,,,,Wales,-3.188104766,51.50629814,5584,11,1.97,2,Over 15% lower,3.47,3,5 to 15% lower,2.61 to 4.38,5573,13,2.33,4,Within 5%,2.64,5,Over 5% higher,1.72 to 3.99,24,4.3,2,Over 15% lower,6.06,4,Within 5%,4.99 to 7.85,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,44,Chelsea and Westminster Hospital NHS Foundation Trust,England,,,,North West London,-0.179859309,51.48374824,11213,32,2.85,2,Over 15% lower,3.5,3,5 to 15% lower,2.82 to 4.27,11181,13,1.16,2,Over 15% lower,1.86,2,Over 15% lower,1.21 to 2.78,45,4.01,2,Over 15% lower,5.39,3,5 to 15% lower,4.60 to 6.83,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,46,Chesterfield Royal Hospital NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.39855122,53.23593354,2710,-1,-1,0,Suppressed due to small numbers,2.84,3,5 to 15% lower,2.14 to 3.46,2708,-1,-1,0,Suppressed due to small numbers,0.96,3,5 to 15% lower,0.53 to 1.67,3,1.11,2,Over 15% lower,3.8,3,5 to 15% lower,3.04 to 4.82,4,"2,000-3,999 births",2.99,1.1,4.09
2018,50,Countess of Chester Hospital NHS Foundation Trust,England,,,,North West (Cheshire and Merseyside),-2.897674446,53.21149643,2482,-1,-1,0,Suppressed due to small numbers,2.97,4,Within 5%,2.37 to 3.71,2476,-1,-1,0,Suppressed due to small numbers,0.93,2,Over 15% lower,0.54 to 1.63,6,2.42,2,Over 15% lower,3.91,4,Within 5%,3.27 to 5.03,4,"2,000-3,999 births",2.99,1.1,4.09
2018,51,County Durham and Darlington NHS Foundation Trust,England,,,,Northern,-1.591354026,54.78879514,4667,20,4.29,5,Over 5% higher,3.51,4,Within 5%,2.86 to 4.31,4647,5,1.08,3,5 to 15% lower,1.23,4,Within 5%,0.75 to 2.05,25,5.36,5,Over 5% higher,4.74,4,Within 5%,4.05 to 6.06,3,"4,000 or more births",3.38,1.21,4.58
2018,53,Croydon Health Services NHS Trust,England,,,,South London,-0.107179352,51.38860428,3464,8,2.31,2,Over 15% lower,2.84,4,Within 5%,2.20 to 3.59,3456,4,1.16,4,Within 5%,1.06,4,Within 5%,0.62 to 1.73,12,3.46,2,Over 15% lower,3.9,4,Within 5%,3.22 to 4.99,4,"2,000-3,999 births",2.99,1.1,4.09
2018,55,Cwm Taf Morgannwg University Health Board,Wales,,,,Wales,-3.384263085,51.76352029,5767,22,3.81,5,Over 5% higher,3.45,4,Within 5%,2.85 to 4.16,5745,8,1.39,5,Over 5% higher,1.29,5,Over 5% higher,0.79 to 2.03,30,5.2,5,Over 5% higher,4.74,4,Within 5%,4.10 to 5.94,3,"4,000 or more births",3.38,1.21,4.58
2018,56,Dartford and Gravesham NHS Trust,England,,,,South East Coast,0.168282067,51.47659402,4917,14,2.85,2,Over 15% lower,3.29,4,Within 5%,2.67 to 3.93,4903,4,0.82,2,Over 15% lower,1.13,3,5 to 15% lower,0.69 to 1.91,18,3.66,2,Over 15% lower,4.42,4,Within 5%,3.79 to 5.54,3,"4,000 or more births",3.38,1.21,4.58
2018,61,Doncaster and Bassetlaw Hospitals NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.107679394,53.53048278,4775,14,2.93,3,5 to 15% lower,3.32,4,Within 5%,2.67 to 4.06,4761,10,2.1,5,Over 5% higher,1.56,5,Over 5% higher,0.97 to 2.58,24,5.03,5,Over 5% higher,4.9,5,Over 5% higher,4.03 to 6.27,3,"4,000 or more births",3.38,1.21,4.58
2018,62,Dorset County Hospital NHS Foundation Trust,England,,,,Thames Valley and Wessex,-2.445811518,50.71289326,1699,-1,-1,0,Suppressed due to small numbers,2.32,4,Within 5%,1.50 to 3.22,1696,-1,-1,0,Suppressed due to small numbers,0.52,4,Within 5%,0.18 to 1.10,4,2.35,2,Over 15% lower,2.84,4,Within 5%,1.97 to 3.90,5,"Under 2,000 births",2.33,0.52,2.85
2018,67,East Cheshire NHS Trust,England,,,,North West (Cheshire and Merseyside),-2.140141249,53.26198264,1511,-1,-1,0,Suppressed due to small numbers,2.33,4,Within 5%,1.56 to 3.22,1508,-1,-1,0,Suppressed due to small numbers,0.49,3,5 to 15% lower,0.15 to 0.97,3,1.99,2,Over 15% lower,2.82,4,Within 5%,1.96 to 3.79,5,"Under 2,000 births",2.33,0.52,2.85
2018,68,East Kent Hospitals University NHS Foundation Trust,England,,,,South East Coast,1.391157188,51.37750223,6578,25,3.8,4,Within 5%,4,4,Within 5%,3.34 to 4.90,6553,11,1.68,3,5 to 15% lower,2.08,5,Over 5% higher,1.37 to 3.16,36,5.47,3,5 to 15% lower,6.06,4,Within 5%,5.16 to 7.54,2,Level 3 NICU,3.95,1.92,5.86
2018,69,East Lancashire Hospitals NHS Trust,England,,,,North West (Lancashire and South Cumbria),-2.226709877,53.8096203,6147,32,5.21,5,Over 5% higher,4.17,5,Over 5% higher,3.42 to 5.08,6115,17,2.78,5,Over 5% higher,2.43,5,Over 5% higher,1.62 to 3.76,49,7.97,5,Over 5% higher,6.59,5,Over 5% higher,5.57 to 8.43,2,Level 3 NICU,3.95,1.92,5.86
2018,97,East Suffolk and North Essex NHS Foundation Trust,England,,,,East of England,1.19812767,52.05954388,7105,29,4.08,5,Over 5% higher,3.55,5,Over 5% higher,2.92 to 4.37,7076,9,1.27,5,Over 5% higher,1.27,5,Over 5% higher,0.82 to 2.03,38,5.35,5,Over 5% higher,4.81,5,Over 5% higher,4.08 to 6.05,3,"4,000 or more births",3.38,1.21,4.58
2018,73,East Sussex Healthcare NHS Trust,England,,,,South East Coast,0.569367265,50.8847795,3130,8,2.56,3,5 to 15% lower,2.94,4,Within 5%,2.35 to 3.62,3122,3,0.96,3,5 to 15% lower,1.07,4,Within 5%,0.63 to 1.84,11,3.51,3,5 to 15% lower,4.01,4,Within 5%,3.33 to 5.12,4,"2,000-3,999 births",2.99,1.1,4.09
2018,66,East and North Hertfordshire NHS Trust,England,,,,East of England,-0.21111201,51.92414995,5572,16,2.87,2,Over 15% lower,3.35,4,Within 5%,2.77 to 4.04,5556,6,1.08,3,5 to 15% lower,1.21,4,Within 5%,0.74 to 1.94,22,3.95,3,5 to 15% lower,4.56,4,Within 5%,3.89 to 5.69,3,"4,000 or more births",3.38,1.21,4.58
2018,74,Epsom and St Helier University Hospitals NHS Trust,England,,,,South London,-0.271824887,51.32449692,4421,16,3.62,5,Over 5% higher,3.44,4,Within 5%,2.86 to 4.13,4405,9,2.04,5,Over 5% higher,1.55,5,Over 5% higher,0.91 to 2.51,25,5.65,5,Over 5% higher,5,5,Over 5% higher,4.18 to 6.30,3,"4,000 or more births",3.38,1.21,4.58
2018,75,Frimley Health NHS Foundation Trust,England,,,,Thames Valley and Wessex,-0.740025872,51.31914765,9721,31,3.19,3,5 to 15% lower,3.35,4,Within 5%,2.77 to 3.97,9690,10,1.03,3,5 to 15% lower,1.2,4,Within 5%,0.80 to 1.89,41,4.22,3,5 to 15% lower,4.55,4,Within 5%,3.95 to 5.65,3,"4,000 or more births",3.38,1.21,4.58
2018,76,Gateshead Health NHS Foundation Trust,England,,,,Northern,-1.579468796,54.93880988,1776,-1,-1,0,Suppressed due to small numbers,2.41,4,Within 5%,1.79 to 3.46,1768,-1,-1,0,Suppressed due to small numbers,0.48,3,5 to 15% lower,0.15 to 0.99,8,4.5,5,Over 5% higher,2.88,4,Within 5%,2.19 to 4.06,5,"Under 2,000 births",2.33,0.52,2.85
2018,77,George Eliot Hospital NHS Trust,England,,,,Central,-1.473639116,52.51162654,2264,7,3.09,4,Within 5%,3,4,Within 5%,2.45 to 3.75,2257,6,2.66,5,Over 5% higher,1.47,5,Over 5% higher,0.85 to 2.55,13,5.74,5,Over 5% higher,4.44,5,Over 5% higher,3.70 to 5.76,4,"2,000-3,999 births",2.99,1.1,4.09
2018,78,Gloucestershire Hospitals NHS Foundation Trust,England,,,,South West,-2.232508121,51.86565036,6217,22,3.54,4,Within 5%,3.48,4,Within 5%,2.85 to 4.32,6195,11,1.78,5,Over 5% higher,1.41,5,Over 5% higher,0.88 to 2.17,33,5.31,5,Over 5% higher,4.91,5,Over 5% higher,4.17 to 6.16,3,"4,000 or more births",3.38,1.21,4.58
2018,81,Great Western Hospitals NHS Foundation Trust,England,,,,South West,-1.726267683,51.53767831,4167,10,2.4,2,Over 15% lower,3.3,4,Within 5%,2.61 to 4.01,4157,6,1.44,5,Over 5% higher,1.34,5,Over 5% higher,0.80 to 2.14,16,3.84,2,Over 15% lower,4.63,4,Within 5%,3.87 to 5.91,3,"4,000 or more births",3.38,1.21,4.58
2018,83,Guy's and St Thomas' NHS Foundation Trust,England,,,,South London,-0.118063666,51.49739622,6728,32,4.76,5,Over 5% higher,3.76,4,Within 5%,3.05 to 4.60,6696,18,2.69,5,Over 5% higher,2.54,5,Over 5% higher,1.75 to 3.82,50,7.43,5,Over 5% higher,6.28,4,Within 5%,5.48 to 8.06,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,84,Hampshire Hospitals NHS Foundation Trust,England,,,,Thames Valley and Wessex,-1.329506244,51.06083139,5032,15,2.98,3,5 to 15% lower,3.4,4,Within 5%,2.76 to 4.20,5017,3,0.6,2,Over 15% lower,1.03,3,5 to 15% lower,0.62 to 1.70,18,3.58,2,Over 15% lower,4.4,4,Within 5%,3.75 to 5.63,3,"4,000 or more births",3.38,1.21,4.58
2018,85,Harrogate and District NHS Foundation Trust,England,,,,Yorkshire & Humber,-1.516284762,53.99360023,1814,-1,-1,0,Suppressed due to small numbers,2.32,4,Within 5%,1.53 to 3.21,1811,-1,-1,0,Suppressed due to small numbers,0.57,5,Over 5% higher,0.24 to 1.28,5,2.76,4,Within 5%,2.9,4,Within 5%,2.07 to 4.02,5,"Under 2,000 births",2.33,0.52,2.85
2018,91,Homerton University Hospital NHS Foundation Trust,England,,,,North Central & East London,-0.044481189,51.55012704,5812,28,4.82,5,Over 5% higher,3.96,4,Within 5%,3.26 to 4.78,5784,5,0.86,2,Over 15% lower,1.45,2,Over 15% lower,0.88 to 2.39,33,5.68,4,Within 5%,5.43,3,5 to 15% lower,4.63 to 6.84,2,Level 3 NICU,3.95,1.92,5.86
2018,93,Hull University Teaching Hospitals NHS Trust,England,,,,Yorkshire & Humber,-0.356594403,53.74416597,5145,19,3.69,4,Within 5%,3.8,4,Within 5%,3.13 to 4.68,5126,8,1.56,2,Over 15% lower,2.04,3,5 to 15% lower,1.33 to 3.08,27,5.25,3,5 to 15% lower,5.83,4,Within 5%,4.92 to 7.37,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,95,Hywel Dda University Health Board,Wales,,,,Wales,-4.070114034,52.41568786,3168,-1,-1,0,Suppressed due to small numbers,3.16,5,Over 5% higher,2.58 to 4.21,3153,-1,-1,0,Suppressed due to small numbers,1.01,3,5 to 15% lower,0.59 to 1.72,17,5.37,5,Over 5% higher,4.16,4,Within 5%,3.51 to 5.47,4,"2,000-3,999 births",2.99,1.1,4.09
2018,96,Imperial College Healthcare NHS Trust,England,,,,North West London,-0.235063927,51.5160154,9668,46,4.76,5,Over 5% higher,4.03,4,Within 5%,3.33 to 4.88,9622,18,1.87,4,Within 5%,1.81,3,5 to 15% lower,1.26 to 2.74,64,6.62,5,Over 5% higher,5.83,4,Within 5%,5.09 to 7.20,2,Level 3 NICU,3.95,1.92,5.86
2018,98,Isle of Man Department of Health and Social Care,Crown Dependencies,,,,,-4.502152157,54.16210093,726,-1,-1,0,Suppressed due to small numbers,2.3,4,Within 5%,1.51 to 3.19,726,-1,-1,0,Suppressed due to small numbers,0.5,4,Within 5%,0.14 to 1.03,-1,-1,0,Suppressed due to small numbers,2.79,4,Within 5%,1.96 to 3.81,5,"Under 2,000 births",2.33,0.52,2.85
2018,99,Isle of Wight NHS Trust,England,,,,Thames Valley and Wessex,-1.299444091,50.71051664,1052,-1,-1,0,Suppressed due to small numbers,2.3,4,Within 5%,1.45 to 3.12,1051,-1,-1,0,Suppressed due to small numbers,0.5,4,Within 5%,0.13 to 0.99,-1,-1,0,Suppressed due to small numbers,2.79,4,Within 5%,1.93 to 3.80,5,"Under 2,000 births",2.33,0.52,2.85
2018,100,James Paget University Hospitals NHS Foundation Trust,England,,,,East of England,1.719845103,52.56125247,2026,9,4.44,5,Over 5% higher,3.07,4,Within 5%,2.50 to 3.95,2017,4,1.98,5,Over 5% higher,1.27,5,Over 5% higher,0.74 to 2.34,13,6.42,5,Over 5% higher,4.34,5,Over 5% higher,3.63 to 5.72,4,"2,000-3,999 births",2.99,1.1,4.09
2018,103,Kettering General Hospital NHS Foundation Trust,England,,,,Central,-0.739720267,52.40238609,3262,10,3.07,4,Within 5%,3,4,Within 5%,2.37 to 3.68,3252,4,1.23,5,Over 5% higher,1.1,4,Within 5%,0.66 to 1.78,14,4.29,4,Within 5%,4.09,4,Within 5%,3.39 to 5.19,4,"2,000-3,999 births",2.99,1.1,4.09
2018,104,King's College Hospital NHS Foundation Trust,England,,,,South London,-0.090697015,51.46784135,9398,33,3.51,3,5 to 15% lower,3.61,4,Within 5%,2.93 to 4.31,9365,13,1.39,2,Over 15% lower,2.02,3,5 to 15% lower,1.38 to 2.98,46,4.89,2,Over 15% lower,5.67,3,5 to 15% lower,4.87 to 7.07,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,105,Kingston Hospital NHS Foundation Trust,England,,,,South London,-0.281504922,51.41376592,5165,14,2.71,2,Over 15% lower,3.32,4,Within 5%,2.67 to 4.04,5151,7,1.36,5,Over 5% higher,1.33,5,Over 5% higher,0.84 to 2.23,21,4.07,3,5 to 15% lower,4.65,4,Within 5%,3.90 to 5.94,3,"4,000 or more births",3.38,1.21,4.58
2018,107,Lancashire Teaching Hospitals NHS Foundation Trust,England,,,,North West (Lancashire and South Cumbria),-2.706008008,53.79114469,4185,12,2.87,2,Over 15% lower,3.86,4,Within 5%,3.09 to 4.68,4173,8,1.92,4,Within 5%,2.06,5,Over 5% higher,1.29 to 3.23,20,4.78,2,Over 15% lower,5.92,4,Within 5%,4.95 to 7.59,2,Level 3 NICU,3.95,1.92,5.86
2018,111,Lewisham and Greenwich NHS trust,England,,,,South London,-0.01543391,51.45381118,8043,28,3.48,4,Within 5%,3.19,3,5 to 15% lower,2.59 to 3.94,8015,11,1.37,5,Over 5% higher,1.26,4,Within 5%,0.82 to 2.06,39,4.85,5,Over 5% higher,4.44,4,Within 5%,3.80 to 5.61,3,"4,000 or more births",3.38,1.21,4.58
2018,116,Liverpool Women's NHS Foundation Trust,England,,,,North West (Cheshire and Merseyside),-2.958632782,53.39802504,8459,33,3.9,4,Within 5%,3.82,4,Within 5%,3.19 to 4.66,8426,33,3.92,5,Over 5% higher,3.39,5,Over 5% higher,2.34 to 4.88,66,7.8,5,Over 5% higher,7.26,5,Over 5% higher,6.09 to 9.12,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,293,London North West University Healthcare NHS Trust,England,,,,North West London,-0.320894364,51.57459899,4652,-1,-1,0,Suppressed due to small numbers,3.32,4,Within 5%,2.72 to 3.99,4635,-1,-1,0,Suppressed due to small numbers,0.87,2,Over 15% lower,0.50 to 1.48,18,3.87,2,Over 15% lower,4.17,3,5 to 15% lower,3.54 to 5.25,3,"4,000 or more births",3.38,1.21,4.58
2018,118,Luton and Dunstable University Hospital NHS Foundation Trust,England,,,,East of England,-0.472686206,51.89371712,5237,27,5.16,5,Over 5% higher,4.1,4,Within 5%,3.38 to 5.04,5210,12,2.3,5,Over 5% higher,1.87,4,Within 5%,1.26 to 2.89,39,7.45,5,Over 5% higher,5.94,4,Within 5%,5.08 to 7.52,2,Level 3 NICU,3.95,1.92,5.86
2018,119,Maidstone and Tunbridge Wells NHS Trust,England,,,,South East Coast,0.308903007,51.1485904,6081,-1,-1,0,Suppressed due to small numbers,3.09,3,5 to 15% lower,2.27 to 3.94,6074,-1,-1,0,Suppressed due to small numbers,0.95,2,Over 15% lower,0.55 to 1.53,9,1.48,2,Over 15% lower,4.04,3,5 to 15% lower,3.28 to 5.20,3,"4,000 or more births",3.38,1.21,4.58
2018,297,Manchester University NHS Foundation Trust,England,,,,North West (Greater Manchester),-2.223267795,53.46117538,13381,54,4.04,5,Over 5% higher,3.77,4,Within 5%,3.17 to 4.52,13327,20,1.5,2,Over 15% lower,1.82,2,Over 15% lower,1.26 to 2.71,74,5.53,3,5 to 15% lower,5.6,3,5 to 15% lower,4.96 to 6.91,1,Level 3 NICU & neonatal surgery,3.76,2.36,6.12
2018,121,Medway NHS Foundation Trust,England,,,,South East Coast,0.543894728,51.37773043,4930,17,3.45,3,5 to 15% lower,3.91,4,Within 5%,3.21 to 4.83,4913,4,0.81,2,Over 15% lower,1.41,2,Over 15% lower,0.91 to 2.50,21,4.26,2,Over 15% lower,5.26,3,5 to 15% lower,4.44 to 6.80,2,Level 3 NICU,3.95,1.92,5.86
2018,123,Mid Cheshire Hospitals NHS Foundation Trust,England,,,,North West (Cheshire and Merseyside),-2.4744661,53.11739761,2891,9,3.11,4,Within 5%,3.02,4,Within 5%,2.45 to 3.75,2882,6,2.08,5,Over 5% higher,1.31,5,Over 5% higher,0.77 to 2.29,15,5.19,5,Over 5% higher,4.37,5,Over 5% higher,3.63 to 5.80,4,"2,000-3,999 births",2.99,1.1,4.09
2018,124,Mid Essex Hospital Services NHS Trust,England,,,,East of England,0.467109689,51.77409628,4454,18,4.04,5,Over 5% higher,3.54,4,Within 5%,2.88 to 4.37,4436,5,1.13,3,5 to 15% lower,1.25,4,Within 5%,0.78 to 1.99,23,5.16,5,Over 5% higher,4.78,4,Within 5%,4.09 to 6.01,3,"4,000 or more births",3.38,1.21,4.58
2018,126,Milton Keynes University Hospital NHS Foundation Trust,England,,,,Thames Valley and Wessex,-0.734237386,52.02594213,3690,-1,-1,0,Suppressed due to small numbers,2.91,4,Within 5%,2.33 to 3.60,3681,-1,-1,0,Suppressed due to small numbers,0.91,2,Over 15% lower,0.56 to 1.63,10,2.71,2,Over 15% lower,3.83,3,5 to 15% lower,3.24 to 4.92,4,"2,000-3,999 births",2.99,1.1,4.09
